database,service,phase,status,table_name,chinese_name,field_order,field_name,data_type,meaning,rules
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,3,server_id,BIGINT,MCP Server 编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,4,prompt_name,VARCHAR(200),协议 Prompt 名称,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,5,description,TEXT,Prompt 说明,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,6,arguments_schema_json,JSON,Prompt 参数定义,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,7,enabled,TINYINT,是否允许使用,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,8,discovered_at,DATETIME(3),最近发现时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,9,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,10,updated_at,DATETIME(3),更新时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,1,id,BIGINT,同步日志主键,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,3,server_id,BIGINT,MCP Server 编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,4,sync_status,VARCHAR(20),同步状态,RUNNING/SUCCESS/FAILED
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,5,tool_count,INT,发现工具数量,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,6,resource_count,INT,发现资源数量,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,7,prompt_count,INT,发现 Prompt 数量,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,8,schema_changed_count,INT,Schema 发生变化的能力数量,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,9,error_code,VARCHAR(100),失败错误码,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,10,error_message,VARCHAR(2000),脱敏后的失败说明,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,11,started_at,DATETIME(3),同步开始时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,12,finished_at,DATETIME(3),同步结束时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server_sync_log,MCP 能力同步日志表,13,created_at,DATETIME(3),创建时间,
